order_id,product_id,customer_id,order_date,quantity,unit_price
735,2,36,09-03-2024,8,7.41
736,16,74,09-02-2024,3,98.78
737,15,14,22-01-2024,8,99.62
738,13,7,16-05-2024,6,22.72
739,5,62,09-06-2024,2,91.97
740,12,69,11-12-2023,6,36.58
741,15,70,05-01-2024,10,73.37
742,9,77,29-04-2023,5,87.42
743,9,14,10-12-2024,7,46.25
744,13,49,02-02-2023,2,86.74
745,19,14,02-01-2023,7,61.79
746,18,59,21-07-2023,7,90.17
747,18,99,26-08-2023,5,10.12
748,4,38,06-08-2023,3,95.45
749,5,78,03-03-2023,10,90.56
750,17,20,30-10-2023,7,69.19
751,2,34,02-11-2024,5,10.41
752,9,63,31-10-2023,6,10.3
753,14,55,31-08-2023,8,20.43
754,18,37,05-07-2023,3,67.65
755,18,41,30-07-2024,1,83.69
756,17,98,05-06-2023,2,34.69
757,6,9,29-11-2024,2,80.06
758,3,56,13-07-2024,7,88.63
759,9,70,28-05-2024,5,88.94
760,15,47,29-01-2024,7,48.07
761,7,76,01-03-2023,9,52.63
762,6,96,09-10-2024,6,21.71
763,14,50,14-05-2023,5,18.14
764,2,93,14-12-2024,2,40.7
765,5,5,22-11-2024,7,76.53
766,11,81,17-07-2023,6,29.48
767,19,42,23-07-2023,6,57.73
768,13,79,03-01-2023,2,90.08
769,1,53,20-02-2024,9,71.9
770,16,67,25-02-2023,2,66.38
771,2,59,26-08-2024,10,62.05
772,16,41,09-10-2023,7,35.79
773,4,65,17-06-2023,1,49.87
774,2,11,23-12-2023,2,77.65
775,9,21,11-11-2024,4,91.81
776,17,19,15-09-2024,3,64.56
777,15,68,10-02-2024,2,65.45
778,19,35,01-07-2024,7,98.42
779,11,31,24-02-2023,1,42.92
780,2,74,11-11-2024,8,23.8
781,8,41,02-08-2024,9,86.93
782,10,98,24-12-2023,6,41.81
783,17,58,10-10-2024,3,31.5
784,9,89,08-04-2024,10,31.08
785,2,34,16-01-2023,7,33.91
786,18,5,10-08-2024,4,98.18
787,12,69,28-12-2024,2,75.18
788,10,6,18-09-2024,6,65.02
789,18,35,29-02-2024,2,82.29
790,19,11,23-02-2023,3,76.39
791,14,98,17-02-2023,9,27.09
792,6,13,04-12-2023,8,73.71
793,8,33,20-09-2024,6,83.89
794,4,80,22-03-2024,10,32.17
795,9,57,18-03-2023,1,22.28
796,5,25,14-07-2024,7,71.44
797,1,88,28-08-2024,3,86.93
798,11,89,01-10-2024,3,42.24
799,3,84,03-08-2023,3,72.12
800,18,14,05-04-2024,3,43.94
801,8,62,24-09-2024,6,23.22
802,14,88,23-12-2023,6,95.32
803,10,95,25-01-2024,3,73.48
804,9,85,15-10-2023,6,91.48
805,18,53,28-07-2023,4,40.36
806,11,59,04-05-2024,9,42.44
807,1,91,31-12-2024,4,55.25
808,19,95,23-03-2024,2,69.91
809,15,4,23-11-2023,10,97.0
810,14,37,06-11-2024,3,75.79
811,4,13,03-08-2023,8,93.83
812,7,83,29-05-2023,9,68.0
813,17,47,30-08-2024,8,75.64
814,13,13,13-05-2024,9,69.52
815,4,23,20-09-2024,2,32.12
816,11,78,03-02-2023,5,21.62
817,15,32,12-10-2023,1,68.16
818,7,40,23-10-2024,9,58.83
819,6,93,14-06-2023,7,16.44
820,3,65,17-04-2023,8,19.03
821,1,36,29-07-2023,5,42.25
822,14,92,24-12-2023,10,6.84
823,16,6,30-07-2024,2,48.57
824,1,32,09-03-2024,2,58.79
825,17,48,11-11-2023,3,10.81
826,5,6,14-09-2024,10,86.45
827,11,2,15-06-2024,9,44.29
828,5,52,24-06-2024,1,49.83
829,8,42,06-12-2024,5,40.54
830,15,96,16-04-2023,5,46.91
831,17,7,03-08-2024,3,61.36
832,6,31,28-12-2024,3,35.87
833,19,15,07-04-2023,6,31.51
834,15,84,30-03-2023,10,13.1
835,20,99,04-08-2023,4,56.16
836,6,31,27-05-2023,9,64.15
837,15,35,01-02-2024,3,12.07
838,5,1,18-02-2023,5,49.48
839,6,35,30-10-2023,3,61.34
840,16,95,30-11-2023,1,34.11
841,20,34,12-03-2024,9,83.26
842,16,11,26-02-2024,1,44.77
843,9,6,09-04-2024,2,61.21
844,2,49,15-07-2024,1,5.33
845,9,45,30-03-2023,9,82.06
846,20,87,19-09-2023,7,11.0
847,19,26,13-08-2023,6,17.44
848,2,50,15-04-2024,3,29.4
849,5,58,18-05-2024,7,72.12
850,5,72,18-02-2023,5,56.88
851,14,6,23-09-2023,2,79.67
852,8,35,24-05-2024,7,65.9
853,1,88,11-07-2023,3,82.11
854,19,15,11-05-2024,7,48.44
855,7,79,22-11-2024,3,83.79
856,19,8,31-12-2024,2,78.35
857,4,28,29-10-2024,9,28.66
858,13,1,19-12-2024,1,66.93
859,4,77,03-09-2024,8,26.47
860,6,1,12-02-2024,5,6.22
861,17,95,12-09-2024,5,94.36
862,5,59,03-10-2024,10,84.53
863,2,47,28-08-2023,5,77.85
864,11,30,13-04-2023,1,33.24
865,1,95,19-01-2024,7,68.21
866,1,36,07-02-2023,9,27.35
867,19,4,31-12-2023,7,24.06
868,11,29,24-05-2023,3,93.63
869,16,40,03-04-2024,10,77.86
870,15,6,26-05-2023,6,52.33
871,5,83,03-01-2023,5,19.91
872,18,28,17-09-2023,1,58.78
873,4,73,18-11-2024,4,73.89
874,7,71,22-05-2024,6,33.36
875,15,7,11-11-2024,10,49.97
876,15,95,20-12-2024,10,63.03
877,17,43,01-06-2023,9,35.03
878,6,44,04-05-2024,6,10.61
879,6,60,25-02-2024,5,35.01
880,10,76,20-10-2023,9,69.25
881,16,36,10-06-2023,6,15.55
882,19,41,29-10-2023,9,67.42
883,20,41,24-07-2023,9,17.95
884,16,54,12-11-2024,10,41.78
885,14,8,17-10-2023,5,72.26
886,14,38,01-10-2024,4,31.14
887,3,15,26-07-2024,1,34.31
888,4,20,15-10-2024,7,81.81
889,2,53,09-11-2023,5,75.79
890,20,93,16-12-2023,4,54.78
891,8,97,13-08-2024,8,70.1
892,8,67,15-04-2023,9,70.65
893,6,42,23-05-2023,4,50.88
894,2,11,25-02-2023,8,16.87
895,7,10,19-12-2023,3,30.26
896,6,52,06-01-2023,3,22.28
897,6,42,10-08-2024,6,63.1
898,11,62,10-04-2024,8,50.3
899,5,54,25-07-2024,4,54.55
900,16,7,06-06-2023,6,61.71
901,15,42,12-10-2023,9,76.27
902,5,88,30-06-2024,7,33.2
903,20,57,26-01-2024,3,90.13
904,5,9,25-02-2024,5,26.1
905,13,66,04-01-2024,6,56.57
906,14,91,17-02-2024,10,37.71
907,8,49,30-09-2024,1,97.31
908,15,70,05-02-2023,3,54.98
909,1,98,24-07-2023,7,81.6
910,2,79,23-09-2023,4,80.46
911,20,51,25-12-2023,8,6.46
912,13,61,02-09-2024,7,56.07
913,12,27,07-09-2023,2,44.66
914,1,95,25-06-2024,7,38.58
915,16,68,18-05-2023,2,18.13
916,7,48,15-07-2024,9,81.93
917,12,24,25-02-2024,10,51.33
918,14,72,15-05-2023,1,22.31
919,11,93,12-11-2023,5,75.1
920,11,19,15-04-2024,10,87.42
921,1,1,18-05-2023,4,49.33
922,8,49,03-11-2024,7,65.81
923,15,91,26-07-2024,1,45.66
924,6,95,14-01-2024,1,25.25
925,14,77,06-08-2023,6,99.34
926,9,39,23-02-2024,4,47.87
927,3,47,15-06-2023,6,42.69
928,18,83,21-07-2023,4,87.33
929,15,90,29-12-2024,10,20.15
930,3,3,19-03-2024,10,17.25
931,6,44,08-10-2024,5,40.78
932,18,91,26-12-2023,7,66.11
933,12,74,11-09-2024,8,24.42
934,9,46,28-10-2023,7,84.13
935,16,87,06-12-2024,7,55.34
936,20,27,10-12-2024,7,29.95
937,5,28,12-05-2023,1,70.46
938,1,94,18-01-2024,7,27.44
939,15,66,28-06-2024,5,93.02
940,7,39,14-03-2023,2,48.96
941,8,24,14-09-2024,1,53.7
942,12,27,28-01-2024,4,22.9
943,12,72,05-10-2023,5,74.94
944,16,39,27-01-2023,3,89.07
945,10,14,30-08-2024,4,41.54
946,4,39,02-07-2024,4,77.04
947,19,59,22-01-2023,3,40.84
948,15,35,10-07-2023,10,95.41
949,5,1,07-10-2023,9,42.02
950,8,64,04-07-2023,10,77.97
951,16,97,11-05-2023,2,45.23
952,13,49,28-02-2023,9,18.01
953,3,98,10-10-2024,6,83.03
954,8,28,07-02-2024,4,15.3
955,4,9,03-12-2023,2,72.24
956,17,55,21-09-2024,4,68.44
957,16,88,09-06-2024,2,88.08
958,7,87,12-02-2023,4,68.68
959,5,67,31-05-2023,4,53.03
960,16,24,24-09-2023,3,27.36
961,17,84,23-06-2024,5,76.14
962,2,83,21-02-2023,9,79.69
963,8,22,05-08-2023,2,90.35
964,15,50,09-05-2023,6,27.45
965,2,61,01-09-2023,5,82.88
966,9,4,17-06-2023,8,81.31
967,3,46,18-10-2023,4,89.61
968,11,83,04-10-2023,8,20.88
969,16,95,20-12-2023,5,97.02
970,17,88,27-03-2023,4,54.88
971,12,5,09-03-2024,4,76.05
972,19,56,25-12-2024,2,70.05
973,6,93,22-11-2023,7,53.06
974,11,55,23-09-2023,5,75.84
975,14,23,11-05-2024,3,90.23
976,3,20,02-02-2024,2,12.7
977,8,24,17-05-2023,9,10.87
978,17,80,30-08-2024,9,26.34
979,15,62,07-06-2024,6,22.47
980,8,47,03-09-2023,2,24.21
981,4,99,16-04-2024,8,69.8
982,13,32,09-10-2023,5,85.28
983,6,33,02-06-2024,3,35.51
984,1,81,29-12-2024,4,74.85
985,17,73,18-04-2024,4,97.58
986,1,64,08-10-2023,5,66.64
987,16,71,18-01-2024,10,39.13
988,7,26,12-05-2023,8,23.9
989,5,84,09-12-2024,4,77.04
990,10,2,16-05-2023,9,12.76
991,20,64,08-06-2023,3,84.88
992,14,21,27-11-2023,2,53.6
993,1,52,16-09-2023,5,74.84
994,17,30,17-01-2024,1,73.14
995,11,29,18-11-2024,10,24.04
996,4,49,11-04-2023,5,32.13
997,12,16,23-01-2023,1,95.47
998,12,86,29-05-2023,3,26.26
999,7,97,11-07-2023,10,7.23
1000,14,34,04-03-2024,1,23.9
