,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,City,Age,Married,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Senior_Citizen_Numeric,Total_Services,Service_Value,Customer_Segment,Churn Predicted
1754,2243-FNMMI,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,415.4,No,Torrance,20,No,0,20,31.02,0,No,No,0.0,0,620.4,3,0,1,0.051546391752577324,Regular,0
1755,2511-MORQY,No,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,No,Torrance,46,Yes,4,50,10.33,6,No,Yes,0.0,0,516.5,4,0,3,0.0546448087431694,VIP,0
1756,5356-KZCKT,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1513.6,No,Torrance,42,No,0,58,2.38,0,No,No,0.0,0,138.04,4,0,2,0.081799591002045,VIP,0
1757,9470-XCCEM,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,No,Torrance,41,Yes,4,35,48.08,53,No,No,0.0,40,1682.8,3,0,4,0.044617958728388175,Established,0
1758,6519-CFDBX,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,No,Torrance,31,No,0,2,10.81,13,No,Yes,0.0,0,21.62,3,0,1,0.022026431718061675,New,0
1759,3902-MIVLE,No,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,75.7,4676.7,No,Whittier,35,Yes,3,63,12.15,21,Yes,Yes,0.0,0,765.45,3,0,6,0.07926023778071334,VIP,0
1760,0409-WTMPL,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65,6526.65,No,Whittier,35,Yes,8,58,37.95,18,No,Yes,0.0,0,2201.1000000000004,3,0,7,0.06326253953908721,VIP,0
1761,8763-KIAFH,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,583.3,No,Whittier,37,Yes,10,27,20.96,0,No,No,0.0,0,565.9200000000001,4,0,1,0.048661800486618,Established,0
1762,3669-WHAFY,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8078.1,No,Whittier,57,Yes,7,71,9.44,9,Yes,Yes,0.0,0,670.24,3,0,8,0.06947459834997828,VIP,0
1763,3055-VTCGS,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,No,Whittier,35,No,0,63,27.38,9,No,Yes,0.0,0,1724.9399999999998,3,0,3,0.05123825789923143,VIP,0
1764,3144-KMTWZ,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,No,Whittier,40,Yes,8,71,26.56,7,No,No,0.0,90,1885.76,4,0,5,0.05361930294906166,VIP,0
1765,7279-BUYWN,Yes,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,Yes,Buena Park,66,No,0,41,27.95,23,No,Yes,0.0,0,1145.95,1,1,7,0.06183745583038869,Loyal,1
1766,7156-MHUGY,Yes,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,Buena Park,68,No,0,13,26.11,4,No,No,29.84,140,339.43,1,1,3,0.03314917127071823,Regular,1
1767,7198-GLXTC,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,Yes,La Palma,33,No,0,2,48.66,21,No,Yes,0.0,0,97.32,3,0,2,0.02531645569620253,New,1
1768,2007-QVGAW,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,1292.65,No,Cypress,51,Yes,10,68,46.61,0,No,No,0.0,0,3169.48,4,0,1,0.05167958656330749,VIP,0
1769,5207-PLSTK,No,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,No,La Habra,32,Yes,10,1,26.26,22,No,Yes,0.0,0,26.26,4,0,2,0.041025641025641026,New,0
1770,2307-FYNNL,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,No,La Mirada,67,No,0,65,4.4,10,Yes,Yes,34.67,0,286.0,3,1,7,0.06419073819348922,VIP,0
1771,5605-XNWEN,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,1802.55,No,Montebello,77,Yes,0,72,28.99,0,No,No,28.93,0,2087.2799999999997,5,1,2,0.08,VIP,0
1772,2155-AMQRX,No,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,No,Norwalk,37,No,0,28,3.25,11,Yes,Yes,0.0,0,91.0,3,0,3,0.0546448087431694,Established,0
1773,6181-AXXYF,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1859.1,No,Pico Rivera,54,Yes,3,72,47.69,0,No,No,0.0,0,3433.68,4,0,2,0.08080808080808081,VIP,0
1774,5091-HFAZW,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,No,Santa Fe Springs,36,No,0,2,46.78,12,No,No,0.0,10,93.56,3,0,4,0.04388370817334065,New,0
1775,0516-VRYBW,No,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,390.85,Yes,Stanton,39,No,0,18,8.95,0,No,No,0.0,0,161.1,3,0,1,0.04962779156327544,Regular,0
1776,2519-LBNQL,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,6339.45,No,Artesia,80,Yes,2,60,22.95,15,No,Yes,41.23,0,1377.0,4,1,6,0.057498802108289414,VIP,0
1777,8623-ULFNQ,Yes,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.05,1652.4,No,Cerritos,79,No,0,26,12.09,15,Yes,Yes,47.73,0,314.34,5,1,4,0.06056018168054504,Established,0
1778,8380-PEFPE,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,Avalon,60,No,0,1,17.54,16,No,Yes,0.0,0,17.54,1,0,1,0.013956734124214932,New,1
1779,5687-DKDTV,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,Yes,Bellflower,35,No,0,4,37.66,0,No,No,0.0,0,150.64,3,0,1,0.04914004914004914,New,0
1780,1568-LJSZU,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,No,Harbor City,39,Yes,4,68,38.38,20,Yes,Yes,0.0,0,2609.84,3,0,8,0.08676789587852494,VIP,0
1781,7530-HDYDS,No,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25,3264.5,Yes,Lakewood,26,No,0,38,17.66,41,Yes,Yes,0.0,0,671.08,2,0,4,0.04747774480712166,Loyal,1
1782,7789-HKSBS,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,No,Lakewood,79,Yes,2,42,35.38,7,No,Yes,40.46,0,1485.96,3,1,6,0.057034220532319393,Loyal,0
1783,7416-CKTEP,No,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1134.25,No,Lakewood,54,Yes,10,57,23.28,0,No,No,0.0,0,1326.96,4,0,1,0.0510204081632653,VIP,0
1784,2586-CWXVV,No,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.4,1621.35,No,Hawaiian Gardens,45,Yes,9,54,0.0,9,No,Yes,0.0,0,0.0,4,0,1,0.03289473684210526,VIP,0
1785,3096-IZETN,No,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Yes,Lomita,32,No,0,12,42.55,18,No,Yes,0.0,0,510.59999999999997,3,0,2,0.025608194622279132,New,1
1786,2348-KCJLT,No,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,2722.2,No,Los Alamitos,60,Yes,8,44,44.87,20,No,No,0.0,150,1974.28,3,0,4,0.06504065040650407,Loyal,0
1787,8401-EMUWF,No,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,No,Paramount,64,Yes,10,42,16.67,17,No,Yes,0.0,0,700.1400000000001,3,0,5,0.07204610951008646,Loyal,0
1788,4193-IBKSW,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,No,San Pedro,27,Yes,1,72,35.33,0,No,No,0.0,0,2543.7599999999998,3,0,2,0.08080808080808081,VIP,0
1789,5377-NDTOU,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,No,San Pedro,26,Yes,3,71,9.5,76,Yes,Yes,0.0,0,674.5,3,0,8,0.08786381109280615,VIP,0
1790,5922-ABDVO,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,Yes,Seal Beach,20,Yes,1,19,21.71,47,No,No,0.0,80,412.49,3,0,4,0.044617958728388175,Regular,1
1791,2474-LCNUE,No,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,No,Sunset Beach,20,Yes,5,23,14.53,48,Yes,Yes,0.0,0,334.19,5,0,5,0.0678886625933469,Regular,0
1792,0839-QNXME,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,No,Surfside,35,No,0,30,9.27,0,No,No,0.0,0,278.09999999999997,3,0,1,0.051546391752577324,Established,0
1793,3506-OVLKD,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,No,Wilmington,40,No,0,35,49.13,0,No,No,0.0,0,1719.5500000000002,3,0,2,0.07633587786259542,Established,0
1794,9172-ANCRX,No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,Carson,35,No,0,10,37.36,28,No,Yes,0.0,0,373.6,1,0,5,0.05065856129685917,New,1
1795,6650-VJONK,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No,Carson,54,No,0,1,15.9,27,No,No,0.0,10,15.9,4,0,1,0.02280501710376283,New,0
1796,2178-PMGCJ,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,No,Long Beach,22,No,0,22,15.77,42,No,Yes,0.0,0,346.94,3,0,1,0.014347202295552367,Regular,0
1797,7492-TAFJD,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,No,Long Beach,26,Yes,5,7,0.0,58,No,Yes,0.0,0,0.0,4,0,3,0.07782101167315175,New,0
1798,2773-MADBQ,No,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,No,Long Beach,46,No,0,36,0.0,9,Yes,Yes,0.0,0,0.0,3,0,5,0.09416195856873823,Established,0
1799,6016-LVTJQ,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,No,Long Beach,39,Yes,7,34,9.66,0,No,No,0.0,0,328.44,3,0,1,0.04842615012106538,Established,0
1800,7860-KSUGX,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,No,Long Beach,25,Yes,1,72,32.67,48,No,Yes,0.0,0,2352.2400000000002,3,0,5,0.07757951900698215,VIP,0
1801,8966-KZXXA,No,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,No,Long Beach,48,Yes,9,36,34.79,0,No,No,0.0,0,1252.44,3,0,2,0.0796812749003984,Established,0
1802,6910-HADCM,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,Yes,Long Beach,63,No,0,1,7.26,9,No,Yes,0.0,0,7.26,2,0,2,0.026195153896529145,New,1
1803,4816-LXZYW,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,Long Beach,51,No,0,23,33.44,11,No,Yes,0.0,0,769.1199999999999,1,0,3,0.037902716361339225,Regular,1
1804,9606-PBKBQ,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,Yes,Long Beach,69,Yes,1,32,5.99,23,No,Yes,49.57,0,191.68,1,1,3,0.03529411764705882,Established,1
1805,5149-QYTTU,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,No,Long Beach,35,Yes,3,71,34.53,19,Yes,No,0.0,0,2451.63,3,0,6,0.0630583289542827,VIP,0
1806,2070-XYMFH,Yes,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,1835.3,No,Long Beach,66,No,0,23,8.72,18,No,Yes,15.41,0,200.56,5,1,3,0.03780718336483932,Regular,0
1807,2085-BOJKI,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,1588.25,No,Long Beach,33,Yes,1,17,28.83,5,No,Yes,0.0,0,490.10999999999996,5,0,4,0.04138644593895499,Regular,0
1808,0817-HSUSE,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,No,Altadena,26,No,0,1,5.63,52,Yes,Yes,0.0,0,5.63,5,0,5,0.06622516556291391,New,0
1809,5442-PPTJY,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,No,Arcadia,44,Yes,7,12,4.71,0,No,No,0.0,0,56.519999999999996,4,0,1,0.050761421319796954,New,0
1810,1927-QEWMY,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,No,Arcadia,51,Yes,6,72,43.91,0,No,No,0.0,0,3161.5199999999995,4,0,1,0.04878048780487805,VIP,0
1811,1663-MHLHE,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,Duarte,33,No,0,1,35.88,0,No,No,0.0,0,35.88,3,0,1,0.052083333333333336,New,0
1812,5663-QBGIS,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,No,La Canada Flintridge,65,Yes,0,72,44.61,30,No,Yes,0.0,0,3211.92,3,1,5,0.05083884087442807,VIP,0
1813,4450-MDZFX,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,No,Monrovia,50,Yes,9,60,38.44,57,No,Yes,0.0,0,2306.3999999999996,5,0,2,0.026899798251513115,VIP,0
1814,6701-DHKWQ,No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,No,Montrose,38,Yes,10,61,0.0,17,Yes,Yes,0.0,0,0.0,3,0,4,0.07789678675754624,VIP,0
1815,7554-AKDQF,No,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,No,Sierra Madre,27,Yes,9,6,5.69,27,No,Yes,0.0,0,34.14,4,0,1,0.02190580503833516,New,0
1816,3536-IQCTX,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes,South Pasadena,76,Yes,1,32,49.6,10,No,Yes,0.0,0,1587.2,1,1,3,0.035169988276670575,Established,1
1817,4911-BANWH,No,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,Sunland,44,No,0,31,33.38,27,No,Yes,0.0,0,1034.78,3,0,3,0.03466204506065858,Established,1
1818,8496-EJAUI,No,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Yes,Tujunga,47,No,0,19,1.79,14,No,No,0.0,130,34.01,3,0,2,0.027081922816519974,Regular,1
1819,0794-YVSGE,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,No,Pasadena,29,Yes,9,72,27.16,0,No,No,0.0,0,1955.52,3,0,1,0.04926108374384236,VIP,0
1820,5423-BHIXO,No,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,No,Pasadena,42,No,0,32,32.02,3,No,Yes,0.0,0,1024.64,5,0,3,0.055350553505535055,Established,0
1821,6908-VVYHM,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,No,Pasadena,52,Yes,1,65,19.84,2,No,No,0.0,110,1289.6,5,0,4,0.0441257584114727,VIP,0
1822,2959-EEXWB,No,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No,Pasadena,54,Yes,10,45,0.0,18,No,Yes,0.0,0,0.0,3,0,3,0.05893909626719057,Loyal,0
1823,1839-UMACK,No,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,No,Pasadena,20,No,0,42,27.64,0,No,No,0.0,0,1160.88,5,0,2,0.07984031936127745,Loyal,0
1824,3030-YDNRM,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,Pasadena,64,No,0,8,11.58,7,No,Yes,0.0,0,92.64,4,0,2,0.026720106880427523,New,0
1825,7321-KKSDU,No,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,No,San Marino,38,No,0,32,16.94,0,No,No,0.0,0,542.08,4,0,1,0.04878048780487805,Established,0
1826,3402-XRIUO,Yes,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,No,Glendale,73,Yes,5,22,17.22,25,Yes,Yes,0.0,0,378.84,3,1,5,0.07867820613690009,Regular,0
1827,3132-TVFDZ,Yes,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,Glendale,70,Yes,1,57,0.0,3,No,Yes,12.07,0,0.0,2,1,2,0.04459308807134894,VIP,1
1828,8286-AFUYI,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,No,Glendale,33,No,0,1,46.23,25,No,Yes,0.0,0,46.23,4,0,2,0.04171011470281543,New,0
1829,8080-DDEMJ,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,Yes,Glendale,71,No,0,1,15.28,14,No,Yes,0.0,0,15.28,2,1,1,0.022172949002217293,New,1
1830,8356-WUAOJ,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,No,Glendale,25,Yes,7,1,40.63,52,No,No,0.0,10,40.63,5,0,1,0.022222222222222223,New,0
1831,6365-MTGZX,No,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,Glendale,44,No,0,24,24.76,2,Yes,Yes,0.0,0,594.24,1,0,4,0.041666666666666664,Regular,1
1832,1349-WXNGG,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes,Glendale,57,No,0,1,12.0,0,No,No,0.0,0,12.0,2,0,1,0.04987531172069825,New,1
1833,8058-DMYRU,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,No,Glendale,69,No,0,54,18.58,14,No,Yes,0.0,0,1003.3199999999999,5,1,4,0.04441976679622432,VIP,0
1834,9350-ZXYJC,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,No,La Crescenta,24,No,0,4,9.75,0,No,No,0.0,0,39.0,3,0,2,0.07905138339920949,New,0
1835,6990-YNRIO,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,Agoura Hills,53,Yes,0,65,41.88,7,Yes,Yes,0.0,0,2722.2000000000003,1,0,7,0.06442705936493327,VIP,1
1836,8958-JPTRR,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,No,Calabasas,23,Yes,7,56,21.21,0,No,No,0.0,0,1187.76,5,0,2,0.0823045267489712,VIP,0
1837,6959-GQEGV,No,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,No,Canoga Park,61,No,0,45,10.36,6,No,Yes,0.0,0,466.2,4,0,5,0.06583278472679394,Loyal,0
1838,3173-WSSUE,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,No,Canoga Park,22,Yes,5,71,22.36,0,No,No,0.0,0,1587.56,3,0,1,0.050761421319796954,VIP,0
1839,1265-HVPZB,No,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,No,Winnetka,49,Yes,3,59,16.06,4,No,Yes,0.0,0,947.54,3,0,5,0.0753012048192771,VIP,0
1840,4115-UMJFQ,No,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,No,West Hills,37,No,0,69,0.0,19,No,No,0.0,150,0.0,5,0,2,0.055944055944055944,VIP,0
1841,7369-TRPFD,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,No,Chatsworth,62,No,0,19,17.17,0,No,No,0.0,0,326.23,3,0,1,0.05319148936170213,Regular,0
1842,1098-KFQEC,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,No,Encino,24,Yes,8,55,27.75,0,No,No,0.0,0,1526.25,5,0,1,0.051546391752577324,VIP,0
1843,7190-XHTWJ,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,No,Newbury Park,48,No,0,38,32.63,0,No,No,0.0,0,1239.94,5,0,1,0.05181347150259067,Loyal,0
1844,0621-TWIEM,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes,Newhall,28,No,0,10,34.44,69,No,Yes,0.0,0,344.4,1,0,1,0.021953896816684963,New,1
1845,3537-RYBHH,Yes,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,No,Northridge,78,Yes,1,47,46.77,24,No,Yes,0.0,0,2198.19,3,1,5,0.07412898443291327,Loyal,0
1846,2485-ITVKB,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,Northridge,36,Yes,1,2,0.0,12,No,No,0.0,10,0.0,2,0,1,0.02849002849002849,New,1
1847,3669-OYSJI,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes,Porter Ranch,47,No,0,1,48.58,21,No,Yes,0.0,0,48.58,2,0,1,0.021645021645021644,New,1
1848,1612-EOHDH,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,Pacoima,29,No,0,1,30.92,69,No,Yes,0.0,0,30.92,3,0,1,0.0221483942414175,New,1
1849,6702-OHFWR,Yes,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,Reseda,75,No,0,1,0.0,26,No,Yes,0.0,0,0.0,3,1,3,0.06928406466512703,New,1
1850,5296-BFCYD,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,No,San Fernando,35,Yes,4,46,14.91,0,No,No,0.0,0,685.86,5,0,1,0.04975124378109452,Loyal,0
1851,4510-PYUSH,Yes,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,Sylmar,67,No,0,38,26.1,27,No,Yes,0.0,0,991.8000000000001,1,1,3,0.05249343832020997,Loyal,1
